Course Title,Rating,Level,Schedule,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Number of Review
Extended Reality for Everybody Specialization,4.7,Beginner level,Flexible schedule,"Learn the underlying concepts, enabling technologies, and key applications for all things XRUnderstand key issues and developments in XR and learn how to address them in design and development of XR applicationsDesign and develop your own XR applications","Design, Augmented reality (AR), Virtual reality (VR), development, Extended Reality (XR)","Intro to AR/VR/MR/XR: Technologies, Applications & Issues, User Experience & Interaction Design for AR/VR/MR/XR, Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal",Michael Nebeling,University of Michigan,Computer Science,https://www.coursera.org/specializations/extended-reality-for-everybody,80.0,347
Health Information Literacy for Data Analytics Specialization,4.5,Intermediate level,Flexible schedule,"Analyze the various types and sources of healthcare data, including clinical, operational, claims, and patient generated data.Compare and contrast common data models used in healthcare data systems.Assess the quality of healthcare data and make appropriate interpretations of meaning according to data sources and intended uses.Create a data dictionary to communicate the source and value of data.","Data Model, healthcare terminology, healthcare data","Healthcare Data Literacy, Healthcare Data Models, Healthcare Data Quality and Governance, Analytical Solutions to Common Healthcare Problems","Brian Paciotti, Doug Berman","University of California, Davis",Computer Science,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics,40.0,153
Principles of UX/UI Design,4.7,Beginner level,Flexible schedule,Describe the fundamentals of User Experience (UX) design and researchDescribe accessibility considerations in design Practice developing user empathy through researchCreate wireframes and prototypes in Figma,"Web Design, Accessibility, Front-End Web Development, User Experience (UX)","Introduction to UX and UI design, Evaluating interactive design, Applied Design Fundamentals, Designing your UI, Course summary and final assessment",Taught by Meta Staff,Meta,Computer Science,https://www.coursera.org/learn/principles-of-ux-ui-design,21.0,612
Agile Leadership Specialization,4.8,Beginner level,Flexible schedule,"Apply Agile principles and philosophy within your team and organizationDevelop change resilience at a personal, team, and organization levelTransform yourself, your team, and your organization from traditional into Agile","Project Management, Agile Management, Change Management, Scrum (Software Development), Agile Leadership","Agile Leadership: Introduction to Change, Agile Leader Training, Developing an Agile Team, Agile Organization, Agile Leadership Capstone",Oxana Trotsenko,University of Colorado System,Computer Science,https://www.coursera.org/specializations/agile-leadership-change-management,40.0,1507
Developing APIs with Google Cloud's Apigee API Platform Specialization,4.7,Intermediate level,Flexible schedule,"Develop a good understanding of Google Cloud's Apigee API platform features and organizational model.Learn how to design APIs and deploy them to the Apigee API platform.Understand how to productize and publish APIs.Gain a deep understanding of API security, including OAuth, JSON Web Tokens, and federated identity.","Apigee API Platform, REST API design, OpenAPI specifications, API security, Oauth","""API Design and Fundamentals of Google Clouds Apigee API Platform"", ""API Security on Google Clouds Apigee API Platform"", ""API Development on Google Clouds Apigee API Platform""",Google Cloud Training,Google Cloud,Computer Science,https://www.coursera.org/specializations/apigee-api-gcp,40.0,2474
Introduction to Web Development,4.7,Beginner level,Flexible schedule,Not specified,"Css Code, HTML, JavaScript, Cascading Style Sheets (CSS)","Course Overview and Website Structure and Hosting, Designing Your Own Website: HTML Basics, Introduction to Programming Using JavaScript, Websites with Style: CSS Properties, Colors and Fonts, Creating HTML Forms, Creating Web Applications",Daniel Randall,"University of California, Davis",Computer Science,https://www.coursera.org/learn/web-development,21.0,3600
Spacecraft Dynamics and Control Specialization,4.8,Advanced level,Flexible schedule,"Apply transport theorem to differentiate vectors, derive frame dependent velocity and acceleration vectors, and solve kinematic particle problems, Translate between sets of attitude descriptions; add and subtract relative attitude descriptions for the movement of rigid bodiesApply the static stability conditions of a dual-spinner configuration to derive equations of motion for rigid bodies with momentum exchange devicesApply Lyapunov method to argue stability and convergence on a range of systems, analyze rigid body control convergence with unmodeled torque","attitude dynamics, control of nonlinear attitude, kinetics, spacecraft motion, kinematics","Kinematics: Describing the Motions of Spacecraft, Kinetics: Studying Spacecraft Motion, Control of Nonlinear Spacecraft Attitude Motion, Spacecraft Dynamics Capstone: Mars Mission",Hanspeter Schaub,University of Colorado Boulder,Computer Science,https://www.coursera.org/specializations/spacecraft-dynamics-control,120.0,309
International Security Management,4.7,Beginner level,Flexible schedule,Not specified,Not specified,"An introduction to the international security landscape, Managing security, Internet Intelligence and Investigation, Serious Organised Crime, Leadership in security management, Illicit trade, A positive lens on safety","Alice Raven, Fabio Bisogni, Lola Valles, Dominique Lapprand, Bernat Vivolas Jordà, Jonathan Saunders, Gabriele Jacobs, Anthony Thompson, Milton Sousa",Erasmus University Rotterdam,Computer Science,https://www.coursera.org/learn/international-security-management,8.0,1044
The Nuts and Bolts of Machine Learning,4.8,Advanced level,Flexible schedule,Identify characteristics of the different types of machine learning Prepare data for machine learning models Build and evaluate supervised and unsupervised learning models using PythonDemonstrate proper model and metric selection for a machine learning algorithm,"Stack Overflow, Python Programming, Machine Learning, Effective Communication, Predictive Modelling","The different types of machine learning, Workflow for building complex models, Unsupervised learning techniques, Tree-based modeling, Course 6 end-of-course project",Google Career Certificates,Google,Computer Science,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,37.0,218
Gamification,4.8,Not specified,Flexible schedule,Not specified,"Psychology, Gamification, Marketing, Game Design","Gamification and Games, Deconstructing Games, Motivation and Psychology, Design, Applications, Gamification in Perspective",Kevin Werbach,University of Pennsylvania,Computer Science,https://www.coursera.org/learn/gamification,17.0,2400
Computational Social Science Specialization,4.7,Beginner level,Flexible schedule,"Discover how social networks and human dynamics create social systems and recognizable patternsDefine and discuss big data opportunities and limitationsWeb scrape online data, create a social network visualization with it, and use machine learning to analyze its content  Use computer simulations to program your own artificial societies to explore business strategies and policy options",Not specified,"Computational Social Science Methods, Big Data, Artificial Intelligence, and Ethics, Social Network Analysis, Computer Simulations, Computational Social Science Capstone Project",Martin Hilbert,"University of California, Davis",Computer Science,https://www.coursera.org/specializations/computational-social-science-ucdavis,80.0,536
TensorFlow: Data and Deployment Specialization,4.7,Intermediate level,Flexible schedule,"Run models in your browser using TensorFlow.jsPrepare and deploy models on mobile devices using TensorFlow LiteAccess, organize, and process training data more easily using TensorFlow Data ServicesExplore four advanced deployment scenarios using TensorFlow Serving, TensorFlow Hub, and TensorBoard","Tensorflow, Object Detection, Machine Learning, JavaScript, advanced deployment","Browser-based Models with TensorFlow.js, Device-based Models with TensorFlow Lite, Data Pipelines with TensorFlow Data Services, Advanced Deployment Scenarios with TensorFlow",Laurence Moroney,DeepLearning.AI,Computer Science,https://www.coursera.org/specializations/tensorflow-data-and-deployment,40.0,1308
Machine Learning and Reinforcement Learning in Finance Specialization,3.7,Intermediate level,Flexible schedule,"Compare ML for Finance with ML in Technology (image and speech recognition, robotics, etc.)  Describe linear regression and classification models and methods of their evaluation  Explain how Reinforcement Learning is used for stock trading  Become familiar with popular approaches to modeling market frictions and feedback effects for option trading.  ","Tensorflow, Financial Engineering, Reinforcement Learning, Machine Learning, Predictive Modelling","Guided Tour of Machine Learning in Finance, Fundamentals of Machine Learning in Finance, Reinforcement Learning in Finance, Overview of Advanced Methods of Reinforcement Learning in Finance",Igor Halperin,New York University,Computer Science,https://www.coursera.org/specializations/machine-learning-reinforcement-finance,80.0,744
Building Scalable Java Microservices with Spring Boot and Spring Cloud,4.3,Intermediate level,Flexible schedule,"Build Spring Boot microservices that consume Google Cloud managed servicesSend and receive messages with Pub/Sub and Spring Integration.Use Cloud SQL as a managed relational database for your Java applications, and migrate to Cloud SpannerImplement distributed tracing by using Cloud Trace",Not specified,"Course introduction, Introduction to Google Cloud Services and Spring Boot, Building the Demo Application",Google Cloud Training,Google Cloud,Computer Science,https://www.coursera.org/learn/google-cloud-java-spring,12.0,1232
